youtube_id,start_seconds,label,split
3UjvVNXo91s,30,cat meowing,train
15oOGuYUNhg,32,cat meowing,train
lKW1V7mPNm8,30,cat meowing,train
Hrl1UhQIEAs,30,cat meowing,train
-aY9NqOlPEI,1,cat meowing,train
rpd2HkzkKoQ,30,cat meowing,train
acm9dCI5_dc,105,cat meowing,train
-I2wwE7WFOU,24,cat meowing,train
VBi0SIaS1Bw,45,cat meowing,train
84joiXni4uk,30,cat meowing,train
1ZAytppeRPE,0,cat meowing,train
wVSUtYe-Q8o,30,cat meowing,train
3Glt9M8l_OA,30,cat meowing,train
j4-FqCXO-jc,30,cat meowing,train
F-DUG9Vl_io,20,cat meowing,train
0UKzyBqyhGc,27,cat meowing,train
U3CAjsm1sec,30,cat meowing,train
FvX_t89X8W0,30,cat meowing,train
0DtJdRFPmS4,30,cat meowing,train
898NtBwYP1U,60,dog barking,train
RGK2m-KvHBM,90,dog barking,train
2aUsiNodEM4,31,dog barking,train
qg-5-olFt6w,60,dog barking,train
hh_DVVgHYzI,70,dog barking,train
iTPVDE5y8XQ,40,dog barking,train
4Ez7a6IPfv4,452,dog barking,train
fzXOua2MgT4,10,dog barking,train
4nVnNB8op10,80,dog barking,train
tEyynOUFMso,50,dog barking,train
eyFSi1BDQyI,0,dog barking,train
63Yp1mEiLwU,12,dog barking,train
yKTc37LvDKM,60,dog barking,train
4yqIXHBF3Cg,0,dog barking,train
EYG_7ofmqRg,25,dog barking,train
Yx396qvohX8,15,dog barking,train
I3kPmcHvMrg,30,dog barking,train
KzK6d6Qpu_o,10,dog barking,train
zlL_aOhD_X0,0,dog barking,train
kmhrgajDUgA,30,dog barking,train
3XhTM13Li7M,3,dog barking,train
Eg-FRF2xS1Y,5,dog barking,train
wNQ3qOpy2Eo,150,dog barking,train
nBvw5TZMiVg,50,dog barking,train
CzSpgDNDX-M,7,dog barking,train
91rUkeDeOGE,89,dog barking,train
GboBmTdNr3Q,79,dog barking,train
4dkU-c4g1VM,111,dog barking,train
5FGeo3lAS1I,100,dog barking,train
UPnFeMwOTnA,10,dog barking,train
SnlqIuTnZIY,0,dog barking,train
7viq8InVq_E,205,dog barking,train
TTqXHL8qeL4,20,dog barking,train
cOCvrRkr7Dc,10,dog barking,train
4sTQvJtsuSg,50,dog barking,train
TdNWaF0X3A0,10,dog barking,train
4jW7xTLOjtc,43,dog barking,train
hMS66vFwJN8,30,dog barking,train
9b3hrwj7iFc,10,dog barking,train
lxjEiNt7TrE,20,dog barking,train
9E-NxnRjd7s,30,dog barking,train
lfux0vEcsjM,457,dog barking,train
okBCZ07hQQo,20,dog barking,train
JZdb0aZe6RE,30,dog barking,train
EtysT0Xx2qI,7,dog barking,train
35i-3XIn4ls,8,dog barking,train
RQOzaqt9IIY,30,dog barking,train
hJ_fnX25suE,18,dog barking,train
EtysT0Xx2qI,22,dog barking,train
adi-h7zRZzM,0,dog barking,train
7KSXUptBBYQ,90,dog barking,train
BCcdatk468s,70,dog barking,train
mWYUJwz3Jxo,70,dog barking,train
PwBdqJE4sU8,190,dog barking,train
ywyadbbQpbw,30,dog barking,train
nUDbAFd3h20,50,dog barking,train
4AYySiliYAw,10,dog barking,train
EgwVw8cEJHg,3,dog barking,train
sy87hcIZhX0,30,dog barking,train
bLKRTJeRsB8,100,dog barking,train
-rPJ7Wsc0DM,30,dog barking,train
TDc6nyKl4vw,10,dog barking,train
T79l7dlAsi8,35,dog barking,train
vLLiaCDHSPY,10,dog barking,train
D5DLw365dv0,10,dog barking,train
i86L3VY3NSg,0,dog barking,train
Y6v_sHpYZpU,30,dog barking,train
MkJuGDph-1k,70,dog barking,train
nQXhVKsRI6w,0,dog barking,train
tznoShjZhyc,30,dog barking,train
Zf6rhwIte6A,10,dog barking,train
tziSe5MFgeM,40,dog barking,train
gRi0-hqHqB4,10,dog barking,train
XnB0E1Z-Sjo,29,dog barking,train
6QElJOmd2cw,10,dog barking,train
N1heffHp3vU,16,dog barking,train
Di4vR2hW6aA,28,dog barking,train
pK3LlW-T1sM,10,dog barking,train
UgMOcC0DKHM,60,dog barking,train
rZ3vl8dDq8I,302,dog barking,train
o8VQmQJaqfg,30,dog barking,train
pG3LQO86ZMI,0,dog barking,train
1iCRrHMgBzk,0,dog barking,train
OwxFBUmR7Fo,200,dog barking,train
qJabn6CtR2g,25,dog barking,train
seFJhtrrmfQ,70,dog barking,train
WJ2yas2yKxw,20,dog barking,train
z-y7pThxjts,10,dog barking,train
oy-s31JHbjY,0,dog barking,train
3XhTM13Li7M,202,dog barking,train
AcvHsHyQWaM,17,dog barking,train
RMH2zC4m-3M,20,dog barking,train
QXtvlMmwizU,10,dog barking,train
UmktY7QuhZ0,60,dog barking,train
4izwBJEV0qA,40,dog barking,train
-AWooU1PDiM,70,dog barking,train
IYXDlgv8pTc,0,dog barking,train
hvMVOIyDgvc,271,dog barking,train
afDRYnKcJ-k,100,dog barking,train
zcX7z-03aLM,6,dog barking,train
wgOlwI5jKos,411,dog barking,train
S-4YdzG0WoA,100,dog barking,train
E0IxV6UEqZ8,80,dog barking,train
NmBQ5cEAxUY,200,dog barking,train
otPnXtDc8eE,30,dog barking,train
RB_ZzFhdDDQ,0,dog barking,train
fO2HS7_fZb0,26,dog barking,train
YNmnwxw4yxo,30,dog barking,train
ROaYj8o3Tic,0,dog barking,train
iT60_xVKdg8,172,dog barking,train
9Wi1oMq9XBM,10,dog barking,train
5cP9UaLozmg,0,dog barking,train
AZSGKyV5424,0,dog barking,train
U6udaPjZSnY,10,dog barking,train
kmh1R-scxnA,70,dog barking,train
48SjlgeIIDk,0,dog barking,train
BiAdVNrtTCY,40,dog barking,train
1WWPdIr91b8,0,dog barking,train
4UUH1K4bRSo,30,dog barking,train
iT60_xVKdg8,158,dog barking,train
IWr6t7Z1mvg,0,dog barking,train
2kLO5ebfeA0,20,dog barking,train
McyzwLkySCM,40,dog barking,train
4V5BVqRUJH8,20,dog barking,train
Wxjf63xEZPg,120,dog barking,train
UhED68aydg0,10,dog barking,train
uihwxexH0mQ,28,dog barking,train
R3C1n611idY,90,dog barking,train
RYB57O08Fdg,1,dog barking,train
B0L0fX1jQY8,30,dog barking,train
F2FjmfvmRa0,15,dog barking,train
mq7eh1p9m4Y,30,dog barking,train
Bqqk2iB4Uq4,18,dog barking,train
y1p1SmCyoDU,0,dog barking,train
-jc0RWAooVI,0,dog barking,train
Jrxdl7VGP9E,20,dog barking,train
jxtKqWOHMaQ,10,dog barking,train
FUDwqBG3YaQ,20,dog barking,train
Zs3zeXN1-So,26,dog barking,train
92vVMZ4Zkcc,0,dog barking,train
Mw957Q-mrd0,19,dog barking,train
2c5VU69225M,30,dog barking,train
79gZULA18OQ,40,dog barking,train
KjGjVsWAfBk,2,dog barking,train
3jS8tWfLJxI,90,dog barking,train
ELZ1iTb7ggs,36,dog barking,train
PzTDamq8quY,30,dog barking,train
iQXOOIZrSVo,60,dog barking,train
0vtn8NhofOw,186,dog barking,train
HLgZcNhBmXc,10,dog barking,train
CiA2vMNYdTQ,1,dog barking,train
NDsC25x_gUI,60,dog barking,train
qDD6KIoa8c0,10,dog barking,train
jimsBxG0_tM,50,dog barking,train
7U5V5Teqo8Q,0,dog barking,train
4x2OdlSk5Ms,545,dog barking,train
36xzrUTlmKw,40,dog barking,train
Mqt9NteKs-0,90,dog barking,train
nFdH0MwrvWE,30,dog barking,train
fw_ax5zqw9g,100,dog barking,train
YEmynA8tepc,9,dog barking,train
JBFvyolYWfA,10,dog barking,train
m6PBJSI-HyI,30,dog barking,train
Joa_c5pYD7Y,70,dog barking,train
0UcGJ1G2MjM,21,dog barking,train
RUNozQyH5_A,17,dog barking,train
ufCPGoDcXLQ,190,dog barking,train
dVMXAggMKbA,6,dog barking,train
Hf75QQI3gyM,0,dog barking,train
48hslqhFb98,0,dog barking,train
WCTNhus0itc,5,dog barking,train
Wxuw2k5vrzw,0,dog barking,train
1WVuvMIKi7o,50,dog barking,train
EAplBw-doD0,32,dog barking,train
mtc5VQNhvDs,0,dog barking,train
KEtet34gu4c,40,dog barking,train
Sbo4kYSnOuk,10,dog barking,train
nL9JAqVhle8,50,dog barking,train
Ev3XcmTVR8Q,110,dog barking,train
sShpyu2l4YQ,0,dog barking,train
TN9SwhVNloU,20,dog barking,train
pm6P94BJ8c8,60,dog barking,train
Im1UwtffSmY,30,dog barking,train
SD4i4GFYsGU,30,dog barking,train
_52ntwwQyv4,70,dog barking,train
CqKcyXt6laA,4,dog barking,train
Hdu21U_FVs8,20,dog barking,train
jBv_W-JjScg,0,dog barking,train
_1gL77x9hWo,40,dog barking,train
kZxwtyXxTPA,30,dog barking,train
urmwibHFOHc,0,dog barking,train
BXhJJ5L7vx8,10,dog barking,train
O9tLHRu-WeY,0,dog barking,train
q5DXfGeSO2Q,111,dog barking,train
udVrsSkomAA,70,dog barking,train
ak4wpQgyGCk,0,dog barking,train
iFPv4jv46ZM,0,dog barking,train
PXdHv6GA8ec,0,dog barking,train
Zx5zo1jK18U,50,dog barking,train
6zLh9GczKOk,30,dog barking,train
DIGMegi9Uhs,250,"female speech, woman speaking",train
UJsKS3-6vzk,170,"female speech, woman speaking",train
UekNgGYeivc,330,"female speech, woman speaking",train
LiZFTrSAPEY,70,"female speech, woman speaking",train
AaodGC2rvTI,30,"female speech, woman speaking",train
OMFDLnBcM4c,210,"female speech, woman speaking",train
IAZKS6bZdLU,30,"female speech, woman speaking",train
D0EXa09ofO8,30,"female speech, woman speaking",train
jLfVXBRIsA8,865,"female speech, woman speaking",train
2_3P73g4M7M,230,"female speech, woman speaking",train
dEeFFf487aE,250,"female speech, woman speaking",train
0ihU0MXB2uQ,30,"female speech, woman speaking",train
JMBRg23JGJQ,370,"female speech, woman speaking",train
woYbs2d0ty8,530,"female speech, woman speaking",train
tTiiwqTo5Fk,130,"female speech, woman speaking",train
oJJGuIZVfLM,203,"female speech, woman speaking",train
6ZZe3BlpEMI,30,"female speech, woman speaking",train
mApjaBYyiQI,160,"female speech, woman speaking",train
Xg3bzsrOGnQ,530,"female speech, woman speaking",train
7q8qPZUMSWk,30,"female speech, woman speaking",train
Dz9U7cHwt6c,30,"female speech, woman speaking",train
3ghRDHmXSyA,30,"female speech, woman speaking",train
9EyPffi6mng,90,"female speech, woman speaking",train
DRPlHayqsbw,30,"female speech, woman speaking",train
4cJTY4cHxk0,30,"female speech, woman speaking",train
5UCslcbSiA0,250,"female speech, woman speaking",train
1F8kDtgfsBs,30,"female speech, woman speaking",train
yNsm2FhWazM,30,"female speech, woman speaking",train
p-iFl4qhBsE,47,"female speech, woman speaking",train
uF3BEt7pLFY,20,"female speech, woman speaking",train
8UlnZV36ZgQ,30,"female speech, woman speaking",train
2br6jJnonew,30,"female speech, woman speaking",train
Hy6SBVz1Nl0,30,"female speech, woman speaking",train
CZxkTPDarHM,10,"female speech, woman speaking",train
9Esmg7iWyBA,30,"female speech, woman speaking",train
4NV9qjhae3E,30,"female speech, woman speaking",train
PPIRwa5nKA4,250,"female speech, woman speaking",train
ErFWRRktm1o,30,"female speech, woman speaking",train
oiEaLzcLBd4,590,"female speech, woman speaking",train
0KdogsEtIIg,30,"female speech, woman speaking",train
84BIw9pcaE8,30,"female speech, woman speaking",train
1897RroMaWs,30,"female speech, woman speaking",train
7Yapsal2IPw,10,"female speech, woman speaking",train
xFWvuRkMNws,540,"female speech, woman speaking",train
71o3hq6iSPM,0,"female speech, woman speaking",train
6S3biZq8dPY,60,"female speech, woman speaking",train
rBFyfa0BxDQ,10,"female speech, woman speaking",train
G8wWb0_AIds,30,"female speech, woman speaking",train
BIy1bsz0E4o,30,"female speech, woman speaking",train
gMbSQoEexGM,470,"female speech, woman speaking",train
EWNHazNagfo,30,"female speech, woman speaking",train
lrYx7HaUlMY,835,"female speech, woman speaking",train
67X98T1l004,30,"female speech, woman speaking",train
EfPc5bMBJ0Q,30,"female speech, woman speaking",train
-VjBE7IZ-70,30,"female speech, woman speaking",train
-cCfCIFoQDY,50,"female speech, woman speaking",train
HgSqYIGfpiQ,210,"female speech, woman speaking",train
-JlJFW2q_Q8,30,"female speech, woman speaking",train
4z9OUpk9j5I,300,"female speech, woman speaking",train
e9j4_tghBlc,152,"female speech, woman speaking",train
7-3hcXY0pyk,30,"female speech, woman speaking",train
0FI78Sv_BL4,30,"female speech, woman speaking",train
DovxSnOx6jQ,30,"female speech, woman speaking",train
4auplyzWz6A,490,"female speech, woman speaking",train
GL063ubdwUU,200,"female speech, woman speaking",train
PiIkl6EF6pY,120,"female speech, woman speaking",train
M8t3M3tcl40,230,"female speech, woman speaking",train
kCadz6bpcXQ,110,"female speech, woman speaking",train
0bQdRu0RzOE,30,"female speech, woman speaking",train
Dpq8pHLhdV0,20,"female speech, woman speaking",train
1SEN5deyHys,130,"female speech, woman speaking",train
CPJoCqYFZ6c,30,"female speech, woman speaking",train
FPRsJLplb4M,170,"female speech, woman speaking",train
Um98tviQDGo,270,"female speech, woman speaking",train
6xxtId0FW8Q,30,"female speech, woman speaking",train
6vpnoVFzau4,580,"female speech, woman speaking",train
L6ONIPQDKdg,180,"female speech, woman speaking",train
-mhpQRL24PM,30,"female speech, woman speaking",train
FLhuFKCiX0A,480,"female speech, woman speaking",train
7RPsDYCD7KA,30,"female speech, woman speaking",train
OMkMXLo2f3g,360,"female speech, woman speaking",train
0QgATk3Gvs0,30,"female speech, woman speaking",train
6NDqN9xHv_s,30,"female speech, woman speaking",train
0TiPjkcR_Vs,30,"female speech, woman speaking",train
7pa-jZW3wAo,30,"female speech, woman speaking",train
DxOjqamWZ-g,30,"female speech, woman speaking",train
zqHBQVmPyWA,300,"female speech, woman speaking",train
SBpdFktH9VA,220,"female speech, woman speaking",train
WUXVnqrfy6Q,200,"female speech, woman speaking",train
84-3I3Tu35I,30,"female speech, woman speaking",train
9bimA8d3pHA,30,"female speech, woman speaking",train
BYeBFFZEwz0,30,"female speech, woman speaking",train
DLp0eqrHUe4,30,"female speech, woman speaking",train
4rehS_cPodk,20,"female speech, woman speaking",train
_t259gootxc,190,"female speech, woman speaking",train
BDSCQD3wElA,200,"female speech, woman speaking",train
XtYbkd0ta7k,20,"female speech, woman speaking",train
0vHTUkZJeDQ,30,"female speech, woman speaking",train
0NOfMOlyvlM,30,"female speech, woman speaking",train
epk63lkjwh8,20,"female speech, woman speaking",train
SDZeH9KJAUs,230,"female speech, woman speaking",train
8dpKnu4fk40,30,"female speech, woman speaking",train
t8jatK0e9mE,130,"female speech, woman speaking",train
5wgCoRm_O0w,30,"female speech, woman speaking",train
J37Xq77HKjo,180,"female speech, woman speaking",train
KFNA7Gmyjxk,10,"female speech, woman speaking",train
EDv8QFRkL_Y,30,"female speech, woman speaking",train
vGOfRXT8iXg,30,"female speech, woman speaking",train
3Ri3Jvh3lHE,17,"female speech, woman speaking",train
qj-Gzq98myc,0,"female speech, woman speaking",train
DSPokyX3KJc,60,"female speech, woman speaking",train
eKPtCxkbW28,280,"female speech, woman speaking",train
yGclimASf1o,30,"female speech, woman speaking",train
dq6gt4o4lCg,120,"female speech, woman speaking",train
0tn_A_-AlSM,30,"female speech, woman speaking",train
BBFhnzJeXN0,30,"female speech, woman speaking",train
3vt_NO9qJik,250,"female speech, woman speaking",train
xor3aDxwvGU,150,"female speech, woman speaking",train
DdA83LAyOHY,30,"female speech, woman speaking",train
6zXn51Fp_Co,30,"female speech, woman speaking",train
nQAOrc224P8,80,"female speech, woman speaking",train
AsrRFNhdCOE,30,"female speech, woman speaking",train
S5t6K9iwcdw,168,"female speech, woman speaking",train
67H_n0iHoeU,30,"female speech, woman speaking",train
5WX1SKGjI_A,30,"female speech, woman speaking",train
EN6Um-1FMz0,30,"female speech, woman speaking",train
EpvrM4D_cPk,30,"female speech, woman speaking",train
BStmOULYCAw,30,"female speech, woman speaking",train
kCuRRVdCBZM,200,"female speech, woman speaking",train
bjSmlirR3EA,150,"female speech, woman speaking",train
G3m3xJxr5YE,300,"female speech, woman speaking",train
hneQn6p0klA,210,"female speech, woman speaking",train
6BrUfmMAfZ8,30,"female speech, woman speaking",train
zaQU047IFeU,270,"female speech, woman speaking",train
DTBJhSfEPJE,30,"female speech, woman speaking",train
0G95vM-n_I8,30,"female speech, woman speaking",train
1rGb5MC2ojM,30,"female speech, woman speaking",train
4lyT9tez4IE,30,"female speech, woman speaking",train
-W6_L80DDEo,90,"female speech, woman speaking",train
0dh-PjhhN9U,30,"female speech, woman speaking",train
-zJOSK6_Djg,410,"female speech, woman speaking",train
5mF8SsbQZOE,500,"female speech, woman speaking",train
SPBgSTN8LXo,60,"female speech, woman speaking",train
6aq4yj1iKBY,30,"female speech, woman speaking",train
nUHSecZICwY,30,"female speech, woman speaking",train
qY7bY1p7V8s,150,"female speech, woman speaking",train
dCVS1ni7Src,30,"female speech, woman speaking",train
5hx3pa8TdqE,30,"female speech, woman speaking",train
eESVZwWKOOE,20,"female speech, woman speaking",train
7wQpgChzfaY,30,"female speech, woman speaking",train
KARCYxU8Mqg,30,"female speech, woman speaking",train
3GGleJqE_fY,270,"female speech, woman speaking",train
xna7dICET_E,100,"female speech, woman speaking",train
B0cVpT_u1s8,30,"female speech, woman speaking",train
tjsasTWAZAQ,0,"female speech, woman speaking",train
BjpNhx559Ng,30,"female speech, woman speaking",train
7T7DRCRCiuQ,130,"female speech, woman speaking",train
PyKV4QSt6ro,30,"female speech, woman speaking",train
0M-hPUiNVks,20,"female speech, woman speaking",train
mLyCDX4Wmio,30,"female speech, woman speaking",train
FvHYmyD2YW8,30,"female speech, woman speaking",train
Y8-YLAKW7DU,430,"female speech, woman speaking",train
KogD-VZitXI,30,"female speech, woman speaking",train
KwAYH7iZdKI,70,"female speech, woman speaking",train
jr3-ZTeX45I,180,"female speech, woman speaking",train
MeeL17MJ2H0,235,"female speech, woman speaking",train
71CuHzTnusE,30,"female speech, woman speaking",train
PYD4CKCSV-8,520,"female speech, woman speaking",train
7ZP6spYsUf0,30,"female speech, woman speaking",train
7Vxsy7se3sM,30,"female speech, woman speaking",train
8zDAZPxfnhc,30,"female speech, woman speaking",train
C9LAkMLXg5I,30,"female speech, woman speaking",train
1URGvicj3JI,30,"female speech, woman speaking",train
ytwrsAhwcHY,160,"female speech, woman speaking",train
CHp-WHscy8Y,30,"female speech, woman speaking",train
904n5J1F3Hk,30,"female speech, woman speaking",train
5sUA0YyCbuo,30,"female speech, woman speaking",train
65me0Xyv79c,30,"female speech, woman speaking",train
cBcngftfYg4,270,"female speech, woman speaking",train
NzrHstBcqXQ,370,"female speech, woman speaking",train
CQ_C6C-Loa8,250,"female speech, woman speaking",train
NKGKcvtn6J8,70,"female speech, woman speaking",train
9QmnSTnSGLU,30,"female speech, woman speaking",train
DPdddPbtCfU,30,"female speech, woman speaking",train
hH1MUZyJMsI,160,"female speech, woman speaking",train
2a6GNu6uCDE,30,"female speech, woman speaking",train
8phqCSEMh0o,30,"female speech, woman speaking",train
9285qhAlkZw,30,"female speech, woman speaking",train
tk2TV_3iVKQ,330,"female speech, woman speaking",train
Vq6CEG3CqUo,140,"female speech, woman speaking",train
uIvML-TrnNQ,405,"female speech, woman speaking",train
fBmRsXNTtHc,310,"female speech, woman speaking",train
LNHBMFCzznE,237,"female speech, woman speaking",train
4OuSOA2k_ks,30,"female speech, woman speaking",train
4gr2Se5WKP4,30,"female speech, woman speaking",train
AU2WW5A5kWk,30,"female speech, woman speaking",train
87vKZHkzgj8,30,"female speech, woman speaking",train
4ZNWYqDU948,481,"female speech, woman speaking",train
HMfiK6CBa3c,10,"female speech, woman speaking",train
0jZtLuEdjrk,110,"female speech, woman speaking",train
VtnXae2aO04,40,helicopter,train
jOpJrCQrfLc,30,helicopter,train
jWLNzurr-os,50,helicopter,train
eGWsm_VqstY,30,helicopter,train
PGB_PyO2w0k,270,helicopter,train
fVasjiAnkBQ,300,helicopter,train
bohvqDymNzo,270,helicopter,train
VREKcER5mas,10,helicopter,train
s9e_mM-mGb0,180,helicopter,train
7Q3-j5eZRyg,50,helicopter,train
oawKpAI-l9M,100,helicopter,train
3k6tn3xFJs0,200,helicopter,train
cBV_dXzB1H4,180,helicopter,train
yDd_e3mPbyg,570,helicopter,train
wZtqrVzinZA,470,helicopter,train
uYSVrOVOnF8,210,helicopter,train
H9ElxuZvoaw,70,helicopter,train
tp27leoiCeQ,80,helicopter,train
kwlLd49p0Rw,40,helicopter,train
JU24bo3XBXQ,30,helicopter,train
XuTOHx7N1L8,30,helicopter,train
9iQvYcZDm0w,410,helicopter,train
MC-nspGMkvw,20,helicopter,train
WCJn7Qc6acA,30,helicopter,train
CLlzmlbmTf4,30,helicopter,train
E509105txOk,130,helicopter,train
53aXTceSfrY,80,helicopter,train
z0O5uQ8lPCI,270,helicopter,train
uc5dnJ8z648,40,helicopter,train
xBPf-0rFFNc,10,helicopter,train
KxQwGUz5AqM,100,helicopter,train
7Y_jJnov7M4,100,helicopter,train
bLX5N3agvGc,10,helicopter,train
UpXTTnAJndg,120,helicopter,train
M6rdDnqW8EE,180,helicopter,train
AxI3yrC-QXM,30,helicopter,train
gSPdbYaZM3o,90,helicopter,train
_X0yaGw-GS0,270,helicopter,train
uboNyJXTRqI,30,helicopter,train
2nF2Lql0_Aw,0,helicopter,train
JqsNvJPUa_g,30,helicopter,train
4ejLeuJcmoQ,25,helicopter,train
JC6VyIc02Kg,150,helicopter,train
yFiDj14cEMs,40,helicopter,train
IGilUdalDOg,30,helicopter,train
Gwj60CQwot4,30,helicopter,train
vlbW_GW74qc,560,helicopter,train
aKr_fqkbfr0,0,helicopter,train
R9io4NjUvAA,30,helicopter,train
qoy5KcVpZl4,10,helicopter,train
ZdMJEC2dv1g,200,helicopter,train
tfbJlAKoetI,21,helicopter,train
FUhyWzVd71Y,30,helicopter,train
_F-_F7y5VhI,70,helicopter,train
0CVnbmuZcbs,30,helicopter,train
0m1PgPJ9QPY,0,helicopter,train
bDsvwlZaW1s,30,helicopter,train
-WyUAnVpexc,30,helicopter,train
DD0iSzxHJ_Q,0,helicopter,train
pJa30Myanto,50,helicopter,train
IB2YDmEtKPo,170,helicopter,train
2WBDCsrKDQE,60,helicopter,train
X-sBHj4Nx_c,60,helicopter,train
CDEInOD9GH0,20,helicopter,train
aPEPCC4pPkk,0,helicopter,train
gfdnzLVn2WE,280,helicopter,train
eYgbVaBSBtA,0,helicopter,train
sjlfb1b5Y5Y,490,helicopter,train
3RABCekbY1Q,80,helicopter,train
X3j4gs6eRaI,70,helicopter,train
5OGUvwQxWtw,130,helicopter,train
UUddwWTuKJ0,90,helicopter,train
_dUGoBdFSa8,70,helicopter,train
j_r1WBwDosQ,90,helicopter,train
Hqh-Y4Icd6w,80,helicopter,train
HbA-Abyc6bU,30,helicopter,train
dliaevGyFuE,40,helicopter,train
1MeRHPU7oTs,90,helicopter,train
_aX_UzkXRd0,140,helicopter,train
IXghBspzZK0,50,helicopter,train
fXUT4w2jCWs,130,helicopter,train
37oAAh6A0Js,180,helicopter,train
Godz5tRIaRU,30,helicopter,train
38h1uuRACso,30,helicopter,train
JQQM0Rm_3E4,120,helicopter,train
XYvootbcWYw,30,helicopter,train
zrAWDwtfbaU,10,helicopter,train
hnmzd8IJtgw,30,helicopter,train
kGqUIGQqQss,30,helicopter,train
JqGGlr_icXU,30,helicopter,train
Mx53PyklRq4,130,helicopter,train
RmtNq8vaTQc,200,helicopter,train
VvlWf3Vvwss,20,helicopter,train
CrGLI0l-WA8,500,helicopter,train
nJd5iY1W-To,30,helicopter,train
QbfoKNSoIeU,130,helicopter,train
l4hba1_25Cw,110,helicopter,train
4BsFhOdmDX8,30,helicopter,train
2vUe3LakHAo,70,helicopter,train
pa163chZLow,30,helicopter,train
hvmheHRmmSg,90,helicopter,train
LExpQz32kLY,100,helicopter,train
wMy6zE7fi0M,460,helicopter,train
F3y1tTk4oB8,0,helicopter,train
cBHUnss7hSA,50,helicopter,train
d0_bq9nl5fg,120,helicopter,train
YAanjSbMN0M,30,helicopter,train
xf0NtO-UTN8,170,helicopter,train
9LDdYvmbnD8,160,helicopter,train
vP81HNCMYIU,10,helicopter,train
WElU-yll0Pk,1,helicopter,train
pWAkSLoQwYA,30,helicopter,train
z-FboWRVAoI,100,helicopter,train
p9TyUni_0eE,50,helicopter,train
48k-hd111iA,70,helicopter,train
QYFLHHT7cRw,220,helicopter,train
AFaBECQSQjo,130,helicopter,train
yacV4MSqGVM,200,helicopter,train
Wa1LmuyICh8,110,helicopter,train
I8a6GwMJpuM,200,helicopter,train
uBlOToGPkng,30,helicopter,train
Q8IpEy839Fc,30,helicopter,train
hleSxfATOWg,80,helicopter,train
FUE8F5Pr8Sw,190,helicopter,train
ECV8j0bhOlc,130,helicopter,train
YKyXR3Nt5zQ,310,helicopter,train
_S5aP3ZFoXM,50,helicopter,train
RXOVFvbpXy4,110,helicopter,train
slHp8BZgT9I,10,helicopter,train
nt3axc27qAQ,30,helicopter,train
aEn8lqafqVs,150,helicopter,train
rbRJ8W_G8HI,130,helicopter,train
FjK-wypKLxw,10,helicopter,train
zgrSihEi1o8,140,helicopter,train
WIrnq6luD9c,20,helicopter,train
2_gcAeeqzwQ,1,helicopter,train
6TRJu1kHIJY,10,helicopter,train
CgGGijaRZ30,40,helicopter,train
0ZGt4GjihSY,30,helicopter,train
3Voo2QPhsJk,130,helicopter,train
1gVcuyz-6to,250,helicopter,train
EtV98SSVqWk,150,helicopter,train
iBtq2V0KGKk,10,helicopter,train
HGH-qq7Hung,340,helicopter,train
uEsAup9rS1E,80,helicopter,train
vGrX0UKk2j4,170,helicopter,train
oY5zvT9gKms,300,helicopter,train
EpBw3lXQ5Cg,30,helicopter,train
pWAH1_ypw58,60,helicopter,train
Jet-YGASUw8,90,helicopter,train
ces7TGK8qCc,220,helicopter,train
8n2NL9UihaI,160,helicopter,train
y_j5mB0OLfE,30,helicopter,train
QGN7uwtu5XI,70,helicopter,train
wliRjotVuBI,50,helicopter,train
SCXlT8zIqPw,110,helicopter,train
IkGuyVbEFjM,0,helicopter,train
gqipvEMxP6k,60,helicopter,train
2ndwZG2uok0,500,helicopter,train
tpqnXKgJnKY,190,helicopter,train
a2zfrdu0xz0,20,helicopter,train
ldj4cQtZMxU,280,helicopter,train
dFUdgxDBs0g,0,helicopter,train
dKltSfe62RA,190,helicopter,train
sdeFl8zKgK4,30,helicopter,train
eiSRsJ8W9J8,30,helicopter,train
IDxrkNsZths,0,helicopter,train
gWBcjjTlqj4,30,helicopter,train
JGyPwnhjask,70,helicopter,train
Ina9zrcoYPs,60,helicopter,train
LlKwEc4Br1M,0,helicopter,train
TeZX4pAL4Qs,20,helicopter,train
5XrPzlRLnBI,100,helicopter,train
zD098T4MMgo,180,helicopter,train
Tvrzh-axpYU,80,helicopter,train
LrOzd4OE6UU,70,helicopter,train
F186zkBSFjE,110,helicopter,train
FMpkclQ4hGI,400,helicopter,train
o3AjSpbQD3Y,30,helicopter,train
fU4dXiRLvPQ,30,helicopter,train
UVnEWlumY6Y,0,helicopter,train
f2NEv7O-o9k,30,helicopter,train
MZi4AAgM7NY,30,helicopter,train
W9g0Zl_b508,430,helicopter,train
rPeTVSdX8UQ,10,helicopter,train
7TWKYlE-RK0,90,helicopter,train
LWClbNmo37k,30,helicopter,train
LtqeWJp7JLI,140,helicopter,train
wnSf_M-z0O4,40,helicopter,train
k-RgQ_EcTT8,30,helicopter,train
xEhql5ADJ4k,30,helicopter,train
pwXbZM9Hjec,70,helicopter,train
e1oPC-TVfEQ,20,helicopter,train
BDYpXqMsg5k,150,helicopter,train
CV8nDzeeL74,70,helicopter,train
Oz62zf79G7g,40,helicopter,train
K9pxq6oUhWI,50,helicopter,train
CCstODfDFKY,60,helicopter,train
asBHuUH8GIs,80,helicopter,train
3mvE_CeH9q0,30,helicopter,train
