status,youtube_id,label,split,frame_dir,audio_path
success,cWZLGpaVwwE,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/cWZLGpaVwwE_30,processed_vggsound/test/audio/typing_on_computer_keyboard/cWZLGpaVwwE_30.wav
success,kCadz6bpcXQ,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/kCadz6bpcXQ_110,processed_vggsound/train/audio/female_speech__woman_speaking/kCadz6bpcXQ_110.wav
success,EpvrM4D_cPk,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/EpvrM4D_cPk_30,processed_vggsound/train/audio/female_speech__woman_speaking/EpvrM4D_cPk_30.wav
success,5joY7-fda8I,thunder,train,processed_vggsound/train/frames/thunder/5joY7-fda8I_80,processed_vggsound/train/audio/thunder/5joY7-fda8I_80.wav
success,4ZNWYqDU948,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/4ZNWYqDU948_481,processed_vggsound/train/audio/female_speech__woman_speaking/4ZNWYqDU948_481.wav
success,nJd5iY1W-To,helicopter,train,processed_vggsound/train/frames/helicopter/nJd5iY1W-To_30,processed_vggsound/train/audio/helicopter/nJd5iY1W-To_30.wav
success,D3FV0JAngZ4,playing acoustic guitar,test,processed_vggsound/test/frames/playing_acoustic_guitar/D3FV0JAngZ4_210,processed_vggsound/test/audio/playing_acoustic_guitar/D3FV0JAngZ4_210.wav
success,L7HBPvrNtww,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/L7HBPvrNtww_30,processed_vggsound/train/audio/car_engine_knocking/L7HBPvrNtww_30.wav
success,4fr32jhXHQE,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/4fr32jhXHQE_30,processed_vggsound/train/audio/playing_acoustic_guitar/4fr32jhXHQE_30.wav
success,3KwxaHZD2yU,people crowd,train,processed_vggsound/train/frames/people_crowd/3KwxaHZD2yU_220,processed_vggsound/train/audio/people_crowd/3KwxaHZD2yU_220.wav
success,nNjTj8jNwQE,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/nNjTj8jNwQE_100,processed_vggsound/train/audio/bird_chirping__tweeting/nNjTj8jNwQE_100.wav
success,EqRc7MTIAQk,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/EqRc7MTIAQk_80,processed_vggsound/train/audio/typing_on_computer_keyboard/EqRc7MTIAQk_80.wav
success,liGpB4wpav0,playing piano,train,processed_vggsound/train/frames/playing_piano/liGpB4wpav0_21,processed_vggsound/train/audio/playing_piano/liGpB4wpav0_21.wav
success,RUNozQyH5_A,dog barking,train,processed_vggsound/train/frames/dog_barking/RUNozQyH5_A_17,processed_vggsound/train/audio/dog_barking/RUNozQyH5_A_17.wav
success,p8VjOpgDz8A,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/p8VjOpgDz8A_30,processed_vggsound/test/audio/typing_on_computer_keyboard/p8VjOpgDz8A_30.wav
success,ggimwb8J_N4,playing piano,train,processed_vggsound/train/frames/playing_piano/ggimwb8J_N4_210,processed_vggsound/train/audio/playing_piano/ggimwb8J_N4_210.wav
success,ZBaYrfz5afo,thunder,test,processed_vggsound/test/frames/thunder/ZBaYrfz5afo_310,processed_vggsound/test/audio/thunder/ZBaYrfz5afo_310.wav
success,HbA-Abyc6bU,helicopter,train,processed_vggsound/train/frames/helicopter/HbA-Abyc6bU_30,processed_vggsound/train/audio/helicopter/HbA-Abyc6bU_30.wav
success,mitoiuAuvYc,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/mitoiuAuvYc_110,processed_vggsound/train/audio/waterfall_burbling/mitoiuAuvYc_110.wav
success,j0B-ZrkaLA0,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/j0B-ZrkaLA0_360,processed_vggsound/train/audio/waterfall_burbling/j0B-ZrkaLA0_360.wav
success,yKu1_wE65_E,playing piano,train,processed_vggsound/train/frames/playing_piano/yKu1_wE65_E_90,processed_vggsound/train/audio/playing_piano/yKu1_wE65_E_90.wav
success,tXdImJkzAfU,playing piano,train,processed_vggsound/train/frames/playing_piano/tXdImJkzAfU_140,processed_vggsound/train/audio/playing_piano/tXdImJkzAfU_140.wav
success,o6TNls7bIRY,playing piano,train,processed_vggsound/train/frames/playing_piano/o6TNls7bIRY_100,processed_vggsound/train/audio/playing_piano/o6TNls7bIRY_100.wav
success,15oOGuYUNhg,cat meowing,train,processed_vggsound/train/frames/cat_meowing/15oOGuYUNhg_32,processed_vggsound/train/audio/cat_meowing/15oOGuYUNhg_32.wav
success,SJN5vcGGF4I,ocean burbling,test,processed_vggsound/test/frames/ocean_burbling/SJN5vcGGF4I_150,processed_vggsound/test/audio/ocean_burbling/SJN5vcGGF4I_150.wav
success,PkCzoqrmnrE,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/PkCzoqrmnrE_30,processed_vggsound/train/audio/playing_acoustic_guitar/PkCzoqrmnrE_30.wav
success,_RLsXrr0fQo,playing acoustic guitar,test,processed_vggsound/test/frames/playing_acoustic_guitar/_RLsXrr0fQo_80,processed_vggsound/test/audio/playing_acoustic_guitar/_RLsXrr0fQo_80.wav
success,cFN8NtTrYzA,playing piano,train,processed_vggsound/train/frames/playing_piano/cFN8NtTrYzA_30,processed_vggsound/train/audio/playing_piano/cFN8NtTrYzA_30.wav
success,n5sJcaVDqug,cat meowing,train,processed_vggsound/train/frames/cat_meowing/n5sJcaVDqug_18,processed_vggsound/train/audio/cat_meowing/n5sJcaVDqug_18.wav
success,6umTGnG4_64,people crowd,train,processed_vggsound/train/frames/people_crowd/6umTGnG4_64_0,processed_vggsound/train/audio/people_crowd/6umTGnG4_64_0.wav
success,4cEj58DYRGc,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/4cEj58DYRGc_10,processed_vggsound/train/audio/car_engine_knocking/4cEj58DYRGc_10.wav
success,E_WCF2--2pY,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/E_WCF2--2pY_46,processed_vggsound/train/audio/ocean_burbling/E_WCF2--2pY_46.wav
success,XS-3djsJWTA,playing acoustic guitar,test,processed_vggsound/test/frames/playing_acoustic_guitar/XS-3djsJWTA_360,processed_vggsound/test/audio/playing_acoustic_guitar/XS-3djsJWTA_360.wav
success,O-VVb8Ag49g,ocean burbling,test,processed_vggsound/test/frames/ocean_burbling/O-VVb8Ag49g_40,processed_vggsound/test/audio/ocean_burbling/O-VVb8Ag49g_40.wav
success,hvMVOIyDgvc,dog barking,train,processed_vggsound/train/frames/dog_barking/hvMVOIyDgvc_271,processed_vggsound/train/audio/dog_barking/hvMVOIyDgvc_271.wav
success,CkXT-wEQRfM,people crowd,test,processed_vggsound/test/frames/people_crowd/CkXT-wEQRfM_140,processed_vggsound/test/audio/people_crowd/CkXT-wEQRfM_140.wav
success,pm-mXgqunFk,train horning,train,processed_vggsound/train/frames/train_horning/pm-mXgqunFk_30,processed_vggsound/train/audio/train_horning/pm-mXgqunFk_30.wav
success,T37PgYTv4z4,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/T37PgYTv4z4_30,processed_vggsound/train/audio/car_engine_knocking/T37PgYTv4z4_30.wav
success,02mPLSkKHA0,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/02mPLSkKHA0_30,processed_vggsound/train/audio/playing_acoustic_guitar/02mPLSkKHA0_30.wav
success,tq9ca-I4H80,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/tq9ca-I4H80_10,processed_vggsound/train/audio/ocean_burbling/tq9ca-I4H80_10.wav
success,m8x7VKbC2Wg,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/m8x7VKbC2Wg_10,processed_vggsound/train/audio/car_engine_knocking/m8x7VKbC2Wg_10.wav
success,TQapWHNS5FE,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/TQapWHNS5FE_24,processed_vggsound/train/audio/car_engine_knocking/TQapWHNS5FE_24.wav
success,p9TyUni_0eE,helicopter,train,processed_vggsound/train/frames/helicopter/p9TyUni_0eE_50,processed_vggsound/train/audio/helicopter/p9TyUni_0eE_50.wav
success,fQRh2QW5RX8,"bird chirping, tweeting",test,processed_vggsound/test/frames/bird_chirping__tweeting/fQRh2QW5RX8_30,processed_vggsound/test/audio/bird_chirping__tweeting/fQRh2QW5RX8_30.wav
success,RGK2m-KvHBM,dog barking,train,processed_vggsound/train/frames/dog_barking/RGK2m-KvHBM_90,processed_vggsound/train/audio/dog_barking/RGK2m-KvHBM_90.wav
success,f7IB4-RgSdI,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/f7IB4-RgSdI_450,processed_vggsound/train/audio/waterfall_burbling/f7IB4-RgSdI_450.wav
success,nWt5ZYiAv5M,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/nWt5ZYiAv5M_30,processed_vggsound/train/audio/bird_chirping__tweeting/nWt5ZYiAv5M_30.wav
success,dlLzIE8Gqus,train horning,train,processed_vggsound/train/frames/train_horning/dlLzIE8Gqus_1,processed_vggsound/train/audio/train_horning/dlLzIE8Gqus_1.wav
success,oyCKxNZzuBA,train horning,train,processed_vggsound/train/frames/train_horning/oyCKxNZzuBA_25,processed_vggsound/train/audio/train_horning/oyCKxNZzuBA_25.wav
success,8baazBBUDY0,cat meowing,train,processed_vggsound/train/frames/cat_meowing/8baazBBUDY0_30,processed_vggsound/train/audio/cat_meowing/8baazBBUDY0_30.wav
success,ao6IlfkrCWs,car engine knocking,test,processed_vggsound/test/frames/car_engine_knocking/ao6IlfkrCWs_30,processed_vggsound/test/audio/car_engine_knocking/ao6IlfkrCWs_30.wav
success,IEL-ZRC8hXU,train horning,train,processed_vggsound/train/frames/train_horning/IEL-ZRC8hXU_49,processed_vggsound/train/audio/train_horning/IEL-ZRC8hXU_49.wav
success,mdZx4sDs3Yc,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/mdZx4sDs3Yc_10,processed_vggsound/train/audio/ocean_burbling/mdZx4sDs3Yc_10.wav
success,z7TM6KOXsRw,playing piano,train,processed_vggsound/train/frames/playing_piano/z7TM6KOXsRw_310,processed_vggsound/train/audio/playing_piano/z7TM6KOXsRw_310.wav
success,Ih7sLCzExYU,"bird chirping, tweeting",test,processed_vggsound/test/frames/bird_chirping__tweeting/Ih7sLCzExYU_30,processed_vggsound/test/audio/bird_chirping__tweeting/Ih7sLCzExYU_30.wav
success,wlybajwoWlY,train horning,test,processed_vggsound/test/frames/train_horning/wlybajwoWlY_226,processed_vggsound/test/audio/train_horning/wlybajwoWlY_226.wav
success,2846YdQNh0s,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/2846YdQNh0s_10,processed_vggsound/train/audio/bird_chirping__tweeting/2846YdQNh0s_10.wav
success,e1oPC-TVfEQ,helicopter,train,processed_vggsound/train/frames/helicopter/e1oPC-TVfEQ_20,processed_vggsound/train/audio/helicopter/e1oPC-TVfEQ_20.wav
success,wTJ2kOlYqno,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/wTJ2kOlYqno_32,processed_vggsound/train/audio/car_engine_knocking/wTJ2kOlYqno_32.wav
success,zK4SYmXWWHc,thunder,train,processed_vggsound/train/frames/thunder/zK4SYmXWWHc_10,processed_vggsound/train/audio/thunder/zK4SYmXWWHc_10.wav
success,_F-_F7y5VhI,helicopter,train,processed_vggsound/train/frames/helicopter/_F-_F7y5VhI_70,processed_vggsound/train/audio/helicopter/_F-_F7y5VhI_70.wav
success,0OEJQg-W6gM,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/0OEJQg-W6gM_30,processed_vggsound/train/audio/playing_acoustic_guitar/0OEJQg-W6gM_30.wav
success,-AWooU1PDiM,dog barking,train,processed_vggsound/train/frames/dog_barking/-AWooU1PDiM_70,processed_vggsound/train/audio/dog_barking/-AWooU1PDiM_70.wav
success,Fb1yUJr_cAE,thunder,train,processed_vggsound/train/frames/thunder/Fb1yUJr_cAE_70,processed_vggsound/train/audio/thunder/Fb1yUJr_cAE_70.wav
success,iGLoduLdy_I,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/iGLoduLdy_I_0,processed_vggsound/train/audio/ocean_burbling/iGLoduLdy_I_0.wav
success,s_xqaHzQ8tk,cat meowing,train,processed_vggsound/train/frames/cat_meowing/s_xqaHzQ8tk_6,processed_vggsound/train/audio/cat_meowing/s_xqaHzQ8tk_6.wav
success,h8vlzZ25vtg,raining,train,processed_vggsound/train/frames/raining/h8vlzZ25vtg_110,processed_vggsound/train/audio/raining/h8vlzZ25vtg_110.wav
success,Lr_pKhp6lXI,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/Lr_pKhp6lXI_40,processed_vggsound/train/audio/bird_chirping__tweeting/Lr_pKhp6lXI_40.wav
success,FQRBUmbebmA,cat meowing,train,processed_vggsound/train/frames/cat_meowing/FQRBUmbebmA_0,processed_vggsound/train/audio/cat_meowing/FQRBUmbebmA_0.wav
success,g5Lg3mT0Brc,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/g5Lg3mT0Brc_10,processed_vggsound/train/audio/bird_chirping__tweeting/g5Lg3mT0Brc_10.wav
success,sjlfb1b5Y5Y,helicopter,train,processed_vggsound/train/frames/helicopter/sjlfb1b5Y5Y_490,processed_vggsound/train/audio/helicopter/sjlfb1b5Y5Y_490.wav
success,o3AjSpbQD3Y,helicopter,train,processed_vggsound/train/frames/helicopter/o3AjSpbQD3Y_30,processed_vggsound/train/audio/helicopter/o3AjSpbQD3Y_30.wav
success,zfVg6vbHbeg,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/zfVg6vbHbeg_38,processed_vggsound/train/audio/car_engine_knocking/zfVg6vbHbeg_38.wav
success,vSdX3qcFnFo,raining,train,processed_vggsound/train/frames/raining/vSdX3qcFnFo_0,processed_vggsound/train/audio/raining/vSdX3qcFnFo_0.wav
success,Jet-YGASUw8,helicopter,train,processed_vggsound/train/frames/helicopter/Jet-YGASUw8_90,processed_vggsound/train/audio/helicopter/Jet-YGASUw8_90.wav
success,65CTVvK_mjE,ocean burbling,test,processed_vggsound/test/frames/ocean_burbling/65CTVvK_mjE_40,processed_vggsound/test/audio/ocean_burbling/65CTVvK_mjE_40.wav
success,e9j4_tghBlc,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/e9j4_tghBlc_152,processed_vggsound/train/audio/female_speech__woman_speaking/e9j4_tghBlc_152.wav
success,R6f9drG2s0M,cat meowing,train,processed_vggsound/train/frames/cat_meowing/R6f9drG2s0M_66,processed_vggsound/train/audio/cat_meowing/R6f9drG2s0M_66.wav
success,rzFSk7NMGqQ,people crowd,train,processed_vggsound/train/frames/people_crowd/rzFSk7NMGqQ_30,processed_vggsound/train/audio/people_crowd/rzFSk7NMGqQ_30.wav
success,qxl2epHHO8c,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/qxl2epHHO8c_90,processed_vggsound/train/audio/playing_acoustic_guitar/qxl2epHHO8c_90.wav
success,CtjOyMSiAqI,raining,train,processed_vggsound/train/frames/raining/CtjOyMSiAqI_10,processed_vggsound/train/audio/raining/CtjOyMSiAqI_10.wav
success,SJVuopldMyU,"bird chirping, tweeting",test,processed_vggsound/test/frames/bird_chirping__tweeting/SJVuopldMyU_30,processed_vggsound/test/audio/bird_chirping__tweeting/SJVuopldMyU_30.wav
success,3RWkWpPkj_o,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/3RWkWpPkj_o_140,processed_vggsound/train/audio/playing_acoustic_guitar/3RWkWpPkj_o_140.wav
success,MQtUV_cFcm8,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/MQtUV_cFcm8_20,processed_vggsound/test/audio/typing_on_computer_keyboard/MQtUV_cFcm8_20.wav
success,nSd7dB9Mzww,people crowd,train,processed_vggsound/train/frames/people_crowd/nSd7dB9Mzww_30,processed_vggsound/train/audio/people_crowd/nSd7dB9Mzww_30.wav
success,dIoRgwkMGBc,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/dIoRgwkMGBc_20,processed_vggsound/train/audio/playing_acoustic_guitar/dIoRgwkMGBc_20.wav
success,g3kkGbxwSLQ,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/g3kkGbxwSLQ_30,processed_vggsound/test/audio/typing_on_computer_keyboard/g3kkGbxwSLQ_30.wav
success,SPBgSTN8LXo,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/SPBgSTN8LXo_60,processed_vggsound/train/audio/female_speech__woman_speaking/SPBgSTN8LXo_60.wav
success,8n2NL9UihaI,helicopter,train,processed_vggsound/train/frames/helicopter/8n2NL9UihaI_160,processed_vggsound/train/audio/helicopter/8n2NL9UihaI_160.wav
success,SBpdFktH9VA,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/SBpdFktH9VA_220,processed_vggsound/train/audio/female_speech__woman_speaking/SBpdFktH9VA_220.wav
success,RMkMmbCwScE,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/RMkMmbCwScE_110,processed_vggsound/train/audio/ocean_burbling/RMkMmbCwScE_110.wav
success,56IaT5nU2bo,raining,train,processed_vggsound/train/frames/raining/56IaT5nU2bo_150,processed_vggsound/train/audio/raining/56IaT5nU2bo_150.wav
success,LJZzd2UMg_U,train horning,train,processed_vggsound/train/frames/train_horning/LJZzd2UMg_U_42,processed_vggsound/train/audio/train_horning/LJZzd2UMg_U_42.wav
success,PGNL08Ak-2s,train horning,test,processed_vggsound/test/frames/train_horning/PGNL08Ak-2s_27,processed_vggsound/test/audio/train_horning/PGNL08Ak-2s_27.wav
success,14jtUoyUxyQ,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/14jtUoyUxyQ_203,processed_vggsound/train/audio/typing_on_computer_keyboard/14jtUoyUxyQ_203.wav
success,kZxwtyXxTPA,dog barking,train,processed_vggsound/train/frames/dog_barking/kZxwtyXxTPA_30,processed_vggsound/train/audio/dog_barking/kZxwtyXxTPA_30.wav
success,RvDOrM3bYzE,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/RvDOrM3bYzE_30,processed_vggsound/train/audio/ocean_burbling/RvDOrM3bYzE_30.wav
success,yVqvMcXXu5c,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/yVqvMcXXu5c_40,processed_vggsound/train/audio/ocean_burbling/yVqvMcXXu5c_40.wav
success,9L9XJAwCV10,people crowd,train,processed_vggsound/train/frames/people_crowd/9L9XJAwCV10_210,processed_vggsound/train/audio/people_crowd/9L9XJAwCV10_210.wav
success,SiXCZ-Ew0b0,playing piano,test,processed_vggsound/test/frames/playing_piano/SiXCZ-Ew0b0_50,processed_vggsound/test/audio/playing_piano/SiXCZ-Ew0b0_50.wav
success,Gqp7mD82zBQ,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/Gqp7mD82zBQ_56,processed_vggsound/train/audio/car_engine_knocking/Gqp7mD82zBQ_56.wav
success,PZACLpEasFU,typing on computer keyboard,test,processed_vggsound/test/frames/typing_on_computer_keyboard/PZACLpEasFU_30,processed_vggsound/test/audio/typing_on_computer_keyboard/PZACLpEasFU_30.wav
success,pX-qwJZDrLg,cat meowing,train,processed_vggsound/train/frames/cat_meowing/pX-qwJZDrLg_30,processed_vggsound/train/audio/cat_meowing/pX-qwJZDrLg_30.wav
success,en_xnFKxwS4,cat meowing,train,processed_vggsound/train/frames/cat_meowing/en_xnFKxwS4_30,processed_vggsound/train/audio/cat_meowing/en_xnFKxwS4_30.wav
success,lxoa-vAV7z4,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/lxoa-vAV7z4_170,processed_vggsound/train/audio/playing_acoustic_guitar/lxoa-vAV7z4_170.wav
success,e5PnwymcKOw,people crowd,train,processed_vggsound/train/frames/people_crowd/e5PnwymcKOw_140,processed_vggsound/train/audio/people_crowd/e5PnwymcKOw_140.wav
success,DDxHVy-Ipao,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/DDxHVy-Ipao_10,processed_vggsound/train/audio/car_engine_knocking/DDxHVy-Ipao_10.wav
success,3MUeg3nD2OU,playing acoustic guitar,test,processed_vggsound/test/frames/playing_acoustic_guitar/3MUeg3nD2OU_120,processed_vggsound/test/audio/playing_acoustic_guitar/3MUeg3nD2OU_120.wav
success,JhVGmE8nQPg,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/JhVGmE8nQPg_30,processed_vggsound/train/audio/playing_acoustic_guitar/JhVGmE8nQPg_30.wav
success,BCcdatk468s,dog barking,train,processed_vggsound/train/frames/dog_barking/BCcdatk468s_70,processed_vggsound/train/audio/dog_barking/BCcdatk468s_70.wav
success,74SitK1P0JY,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/74SitK1P0JY_0,processed_vggsound/train/audio/ocean_burbling/74SitK1P0JY_0.wav
success,7761uBKNpd8,"female speech, woman speaking",test,processed_vggsound/test/frames/female_speech__woman_speaking/7761uBKNpd8_30,processed_vggsound/test/audio/female_speech__woman_speaking/7761uBKNpd8_30.wav
success,xltd_8OIOMk,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/xltd_8OIOMk_10,processed_vggsound/train/audio/waterfall_burbling/xltd_8OIOMk_10.wav
success,rBiaIL_vF4E,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/rBiaIL_vF4E_160,processed_vggsound/train/audio/ocean_burbling/rBiaIL_vF4E_160.wav
success,-rCiy-9aYTE,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/-rCiy-9aYTE_30,processed_vggsound/train/audio/playing_acoustic_guitar/-rCiy-9aYTE_30.wav
success,M4rXhyyvERM,playing piano,test,processed_vggsound/test/frames/playing_piano/M4rXhyyvERM_40,processed_vggsound/test/audio/playing_piano/M4rXhyyvERM_40.wav
success,mzpu_EIuj3s,people crowd,train,processed_vggsound/train/frames/people_crowd/mzpu_EIuj3s_160,processed_vggsound/train/audio/people_crowd/mzpu_EIuj3s_160.wav
success,IB4K1JFxVd8,"bird chirping, tweeting",train,processed_vggsound/train/frames/bird_chirping__tweeting/IB4K1JFxVd8_180,processed_vggsound/train/audio/bird_chirping__tweeting/IB4K1JFxVd8_180.wav
success,y6C-pAppl5w,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/y6C-pAppl5w_30,processed_vggsound/train/audio/playing_acoustic_guitar/y6C-pAppl5w_30.wav
success,vZPygZ5oN2s,playing piano,test,processed_vggsound/test/frames/playing_piano/vZPygZ5oN2s_170,processed_vggsound/test/audio/playing_piano/vZPygZ5oN2s_170.wav
success,KogD-VZitXI,"female speech, woman speaking",train,processed_vggsound/train/frames/female_speech__woman_speaking/KogD-VZitXI_30,processed_vggsound/train/audio/female_speech__woman_speaking/KogD-VZitXI_30.wav
success,qKZOsDn4Bko,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/qKZOsDn4Bko_30,processed_vggsound/train/audio/car_engine_knocking/qKZOsDn4Bko_30.wav
success,aTzCrxi1a-Y,raining,train,processed_vggsound/train/frames/raining/aTzCrxi1a-Y_30,processed_vggsound/train/audio/raining/aTzCrxi1a-Y_30.wav
success,NuD6d2B3QvA,dog barking,test,processed_vggsound/test/frames/dog_barking/NuD6d2B3QvA_550,processed_vggsound/test/audio/dog_barking/NuD6d2B3QvA_550.wav
success,2I53a23AXwE,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/2I53a23AXwE_10,processed_vggsound/train/audio/car_engine_knocking/2I53a23AXwE_10.wav
success,RWxfPsF5T7U,train horning,train,processed_vggsound/train/frames/train_horning/RWxfPsF5T7U_101,processed_vggsound/train/audio/train_horning/RWxfPsF5T7U_101.wav
success,_-_U21mzk40,"female speech, woman speaking",test,processed_vggsound/test/frames/female_speech__woman_speaking/_-_U21mzk40_30,processed_vggsound/test/audio/female_speech__woman_speaking/_-_U21mzk40_30.wav
success,tMHBHgiA_-0,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/tMHBHgiA_-0_0,processed_vggsound/train/audio/waterfall_burbling/tMHBHgiA_-0_0.wav
success,0uPTYTD-zKE,raining,train,processed_vggsound/train/frames/raining/0uPTYTD-zKE_11,processed_vggsound/train/audio/raining/0uPTYTD-zKE_11.wav
success,mXDtKOmAP8M,people crowd,train,processed_vggsound/train/frames/people_crowd/mXDtKOmAP8M_50,processed_vggsound/train/audio/people_crowd/mXDtKOmAP8M_50.wav
success,1WVuvMIKi7o,dog barking,train,processed_vggsound/train/frames/dog_barking/1WVuvMIKi7o_50,processed_vggsound/train/audio/dog_barking/1WVuvMIKi7o_50.wav
success,nYoZN7IALu0,thunder,train,processed_vggsound/train/frames/thunder/nYoZN7IALu0_30,processed_vggsound/train/audio/thunder/nYoZN7IALu0_30.wav
success,73jyWz6o3X4,people crowd,test,processed_vggsound/test/frames/people_crowd/73jyWz6o3X4_130,processed_vggsound/test/audio/people_crowd/73jyWz6o3X4_130.wav
success,cg-4JbOcB5Y,waterfall burbling,train,processed_vggsound/train/frames/waterfall_burbling/cg-4JbOcB5Y_0,processed_vggsound/train/audio/waterfall_burbling/cg-4JbOcB5Y_0.wav
success,nrIxWlxtNDU,cat meowing,train,processed_vggsound/train/frames/cat_meowing/nrIxWlxtNDU_6,processed_vggsound/train/audio/cat_meowing/nrIxWlxtNDU_6.wav
success,MsYJ9aPecTc,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/MsYJ9aPecTc_60,processed_vggsound/train/audio/car_engine_knocking/MsYJ9aPecTc_60.wav
success,cVXTNpTs32M,ocean burbling,train,processed_vggsound/train/frames/ocean_burbling/cVXTNpTs32M_240,processed_vggsound/train/audio/ocean_burbling/cVXTNpTs32M_240.wav
success,2v-znXpWilg,raining,train,processed_vggsound/train/frames/raining/2v-znXpWilg_30,processed_vggsound/train/audio/raining/2v-znXpWilg_30.wav
success,QvATUKXYFBs,train horning,train,processed_vggsound/train/frames/train_horning/QvATUKXYFBs_60,processed_vggsound/train/audio/train_horning/QvATUKXYFBs_60.wav
success,fwP6qy4ZO88,car engine knocking,train,processed_vggsound/train/frames/car_engine_knocking/fwP6qy4ZO88_30,processed_vggsound/train/audio/car_engine_knocking/fwP6qy4ZO88_30.wav
success,UhNx_8XfBZU,cat meowing,train,processed_vggsound/train/frames/cat_meowing/UhNx_8XfBZU_30,processed_vggsound/train/audio/cat_meowing/UhNx_8XfBZU_30.wav
success,DaURfI9eNcE,people crowd,train,processed_vggsound/train/frames/people_crowd/DaURfI9eNcE_130,processed_vggsound/train/audio/people_crowd/DaURfI9eNcE_130.wav
success,VrwW35FmP0w,waterfall burbling,test,processed_vggsound/test/frames/waterfall_burbling/VrwW35FmP0w_25,processed_vggsound/test/audio/waterfall_burbling/VrwW35FmP0w_25.wav
success,RSryuuvUfDM,playing acoustic guitar,test,processed_vggsound/test/frames/playing_acoustic_guitar/RSryuuvUfDM_50,processed_vggsound/test/audio/playing_acoustic_guitar/RSryuuvUfDM_50.wav
success,mCbn25eJlw8,typing on computer keyboard,train,processed_vggsound/train/frames/typing_on_computer_keyboard/mCbn25eJlw8_40,processed_vggsound/train/audio/typing_on_computer_keyboard/mCbn25eJlw8_40.wav
success,0J5h0X48VWw,playing acoustic guitar,train,processed_vggsound/train/frames/playing_acoustic_guitar/0J5h0X48VWw_110,processed_vggsound/train/audio/playing_acoustic_guitar/0J5h0X48VWw_110.wav
